accidents,accident_year,first_road_class,first_road_number
48,2018,B,272
48,2020,A,281
48,2019,A,322
48,2016,B,682
47,2019,A,96
47,2020,A,193
47,2018,A,1134
47,2017,A,125
47,2016,B,4100
47,2019,A,143
47,2019,A,388
47,2017,A,721
47,2020,A,90
47,2016,A,518
47,2017,A,1081
47,2017,A,584
47,2018,A,339
47,2017,A,1201
47,2017,A,579
47,2017,A,100
47,2019,A,171
47,2019,A,459
47,2018,A,814
47,2019,A,29
47,2018,A,224
47,2018,A,323
47,2016,A,3024
47,2017,A,570
47,2019,A,158
47,2016,A,114
47,2017,A,658
46,2017,A,484
46,2017,A,130
46,2017,A,4000
46,2020,A,390
46,2019,A,598
46,2017,Motorway,61
46,2020,A,502
46,2016,A,129
46,2018,A,660
46,2018,A,2022
46,2018,Motorway,74
46,2019,A,51
46,2019,A,358
46,2017,A,509
46,2017,A,1018
46,2016,A,646
46,2018,A,576
46,2017,B,4034
46,2020,A,238
46,2017,A,4140
46,2016,A,585
46,2019,A,584
46,2019,A,281
46,2018,A,584
46,2016,A,4200
46,2016,A,54
46,2019,A,146
46,2017,A,226
46,2019,A,4148
46,2020,A,1101
46,2019,A,3218
46,2016,A,3054
46,2020,A,417
46,2019,A,245
46,2019,A,240
46,2019,B,5178
46,2016,A,701
46,2019,A,3102
46,2017,A,594
46,2020,A,55
46,2017,A,106
46,2016,A,533
46,2017,A,203
46,2017,A,337
46,2018,A,1036
46,2020,A,617
46,2018,A,4201
45,2017,B,2066
45,2019,A,4140
45,2018,A,4067
45,2016,A,561
45,2016,A,619
45,2016,A,146
45,2018,A,208
45,2018,A,726
45,2018,A,3218
45,2019,A,627
45,2018,A,243
45,2018,A,658
45,2019,A,5127
45,2019,A,576
45,2018,A,437
45,2020,A,3057
45,2019,A,106
45,2017,A,69
45,2020,A,422
45,2016,B,108
45,2017,A,1203
45,2020,A,611
45,2020,A,4127
45,2020,A,203
45,2020,A,151
45,2019,A,594
45,2020,A,249
45,2020,A,143
45,2016,A,3055
45,2017,A,3216
45,2020,Motorway,56
44,2020,A,171
44,2019,A,237
44,2016,A,641
44,2018,A,3005
44,2017,A,534
44,2016,A,327
44,2018,A,237
44,2018,A,720
44,2019,A,1209
44,2017,A,641
44,2020,A,689
44,2016,A,1231
44,2017,Motorway,18
44,2017,A,1105
44,2020,A,299
44,2018,A,641
44,2020,A,71
44,2016,A,1033
44,2016,A,191
44,2019,A,484
44,2017,A,508
44,2016,A,301
44,2019,A,111
44,2017,A,413
44,2017,A,1033
44,2018,A,679
44,2017,A,511
44,2018,A,2220
44,2019,A,310
44,2017,A,305
44,2016,A,103
44,2018,A,2047
44,2018,A,560
44,2018,A,683
44,2018,A,602
44,2019,B,1040
44,2016,A,4260
44,2016,A,73
44,2016,A,721
44,2016,A,243
44,2017,A,245
44,2016,B,317
44,2019,A,305
44,2020,B,4100
43,2016,A,664
43,2018,Motorway,53
43,2018,A,355
43,2018,A,113
43,2018,A,3022
43,2019,A,412
43,2020,A,598
43,2018,A,282
43,2018,A,374
43,2018,A,653
43,2020,A,412
43,2020,A,534
43,2017,A,3102
43,2019,B,450
43,2016,A,76
43,2016,A,556
43,2020,A,432
43,2017,A,3049
43,2020,A,562
43,2017,A,576
43,2018,A,570
43,2016,A,184
43,2016,A,70
43,2019,A,1081
43,2019,A,130
43,2017,A,586
43,2019,A,1036
43,2019,A,103
43,2017,A,151
43,2016,A,1205
43,2020,A,286
43,2017,A,3218
43,2019,A,377
43,2017,A,148
43,2019,A,203
43,2019,A,1006
43,2020,A,1205
43,2016,A,5200
43,2017,A,459
43,2017,A,1208
43,2017,Motorway,53
43,2019,A,3022
43,2016,A,515
43,2017,A,1101
43,2016,A,437
43,2018,A,335
43,2020,Motorway,42
43,2018,A,342
43,2018,A,1209
43,2017,A,608
43,2017,A,5103
42,2016,A,6068
42,2017,A,3200
42,2019,A,4067
42,2017,A,1006
42,2018,A,256
42,2016,A,438
42,2019,A,282
42,2016,A,410
42,2016,A,679
42,2019,A,533
42,2016,B,1108
42,2020,A,6005
42,2017,A,653
42,2020,Motorway,65
42,2017,A,3024
42,2020,A,148
42,2018,A,617
42,2017,A,208
42,2016,A,577
42,2016,A,2214
42,2016,A,579
42,2019,A,223
42,2017,A,199
42,2019,A,3024
42,2017,A,287
42,2018,A,534
42,2017,B,4124
42,2017,A,5111
42,2017,A,761
42,2018,A,533
42,2019,A,238
42,2016,A,600
42,2018,A,85
42,2016,B,3081
42,2016,A,29
42,2020,A,4006
42,2018,A,245
42,2017,A,4090
42,2020,A,3049
42,2020,A,240
42,2019,A,426
42,2017,A,3005
42,2018,A,5103
41,2016,A,287
41,2018,A,577
41,2018,A,130
41,2016,A,683
41,2016,A,85
41,2018,B,450
41,2017,A,355
41,2018,A,411
41,2016,B,272
41,2016,A,1209
41,2016,A,473
41,2017,A,75
41,2020,A,2043
41,2019,A,534
41,2019,A,438
41,2018,A,803
41,2017,A,737
41,2018,A,1006
41,2018,A,146
41,2017,A,1205
41,2018,A,408
41,2016,A,3217
41,2018,A,4005
41,2018,A,1307
41,2019,A,437
41,2017,A,4067
41,2018,A,3200
41,2017,A,73
41,2018,A,380
41,2020,A,3218
41,2017,B,3068
41,2016,A,223
41,2018,A,1156
41,2019,A,5200
41,2017,A,113
41,2017,A,591
41,2019,A,380
41,2016,A,415
41,2017,A,602
41,2016,A,645
41,2019,A,274
41,2019,A,660
41,2017,B,682
41,2016,A,258
41,2017,B,4102
41,2016,A,520
41,2017,A,267
41,2017,B,4128
41,2020,A,106
41,2018,A,585
41,2019,Motorway,42
41,2017,A,1307
41,2019,A,4090
41,2020,A,316
41,2016,A,680
41,2018,A,210
41,2016,A,523
41,2019,A,4018
41,2017,A,2212
41,2019,A,335
41,2017,A,469
41,2019,A,4119
41,2016,A,106
41,2019,A,243
40,2020,A,509
40,2018,A,1206
40,2016,A,5460
40,2016,A,4161
40,2016,A,208
40,2016,A,1011
40,2019,A,224
40,2019,A,183
40,2017,A,411
40,2016,A,1018
40,2016,A,131
40,2016,A,1006
40,2017,A,184
40,2020,A,51
40,2020,A,5111
40,2017,A,153
40,2017,B,1040
40,2017,A,170
40,2017,A,605
40,2018,A,288
40,2016,B,4006
40,2020,A,1105
40,2017,A,556
40,2018,A,4148
40,2016,A,255
40,2020,A,310
40,2017,A,701
40,2016,A,355
40,2019,A,113
40,2017,A,617
40,2017,A,585
40,2017,A,726
40,2018,A,4140
40,2018,A,5183
40,2019,A,585
40,2018,A,142
40,2016,A,3020
40,2016,A,540
40,2019,B,2036
40,2019,A,151
40,2017,A,299
40,2016,A,591
40,2017,A,141
40,2016,A,260
40,2020,A,180
40,2016,A,1058
40,2018,A,761
40,2018,A,6514
40,2017,A,288
40,2019,A,680
40,2019,A,525
40,2016,A,75
40,2016,A,374
40,2020,A,2214
40,2020,A,1202
40,2016,A,2216
40,2018,A,2214
40,2019,A,720
40,2018,A,327
40,2019,A,676
40,2017,A,628
39,2019,A,199
39,2016,A,602
39,2018,A,412
39,2017,A,5183
39,2017,A,191
39,2019,A,547
39,2019,A,153
39,2017,A,1083
39,2016,A,587
39,2018,A,106
39,2018,A,442
39,2018,A,690
39,2016,Motorway,621
39,2018,A,644
39,2017,A,606
39,2017,A,1214
39,2017,A,587
39,2016,A,304
39,2016,A,4089
39,2017,A,633
39,2020,A,245
39,2018,A,702
39,2018,A,289
39,2018,B,4128
39,2016,A,643
39,2017,A,78
39,2016,B,167
39,2018,A,3049
39,2017,A,5199
39,2016,A,164
39,2020,A,103
39,2018,A,305
39,2017,A,437
39,2017,A,525
39,2020,A,633
39,2016,A,3100
39,2016,A,5103
39,2017,A,5058
39,2016,A,5036
39,2016,A,380
39,2016,A,337
39,2018,B,4006
39,2017,A,4500
39,2020,A,548
39,2017,A,256
39,2016,A,352
39,2019,A,147
39,2016,A,4058
39,2016,B,1040
39,2020,A,282
39,2020,A,133
39,2016,A,4095
39,2019,A,299
39,2017,A,612
39,2018,A,223
38,2020,A,100
38,2019,A,1101
38,2017,B,4109
38,2016,B,4102
38,2016,A,1303
38,2016,A,1139
38,2020,A,4174
38,2020,B,4113
38,2017,A,625
38,2019,A,70
38,2016,B,450
38,2018,B,1108
38,2019,B,108
38,2019,A,5111
38,2020,A,1006
38,2016,A,340
38,2019,A,131
38,2016,A,192
38,2018,A,725
38,2019,A,4124
38,2017,A,381
38,2019,B,4124
38,2019,A,5103
38,2017,A,695
38,2016,A,132
38,2020,A,283
38,2019,A,1205
38,2017,A,3055
38,2020,A,465
38,2020,B,5178
38,2020,A,339
38,2017,A,342
38,2018,A,3052
38,2019,A,225
38,2019,A,603
38,2018,A,2216
38,2018,A,75
38,2019,A,409
38,2016,A,254
38,2018,A,680
38,2020,A,1036
38,2018,A,6120
38,2016,Motorway,80
38,2020,A,237
38,2017,A,2216
38,2016,A,72
38,2019,A,442
38,2017,A,642
38,2016,A,347
38,2017,A,596
38,2016,A,537
38,2016,B,6265
38,2019,A,5141
38,2019,A,515
38,2018,A,299
37,2016,B,218
37,2017,A,129
37,2016,A,684
37,2016,B,1318
37,2018,A,93
37,2016,A,2212
37,2019,A,587
37,2020,B,317
37,2019,A,658
37,2017,A,85
37,2017,A,380
37,2016,A,125
37,2018,A,514
37,2019,A,334
37,2020,A,189
37,2017,A,4174
37,2016,A,335
37,2016,B,2036
37,2017,A,720
37,2017,A,374
37,2018,A,1101
37,2019,B,480
37,2020,A,565
37,2019,A,609
37,2018,A,605
37,2019,A,6514
37,2018,A,561
37,2017,A,4130
37,2019,A,621
37,2017,A,388
37,2016,A,459
37,2017,A,323
37,2017,A,561
37,2019,A,1065
37,2018,B,5178
37,2020,A,3022
37,2020,B,2177
37,2016,A,2016
37,2020,A,583
37,2020,A,577
37,2016,A,1208
37,2020,A,337
37,2017,A,347
37,2020,A,1208
37,2016,A,334
37,2016,A,267
37,2020,A,419
36,2016,A,5085
36,2017,A,5203
36,2019,A,514
36,2017,A,3054
36,2016,A,78
36,2020,A,388
36,2018,A,477
36,2020,A,77
36,2018,A,1208
36,2020,A,224
36,2016,A,725
36,2017,B,5178
36,2016,A,381
36,2017,A,676
36,2020,A,256
36,2017,A,210
36,2016,A,4130
36,2017,A,409
36,2017,A,736
36,2018,A,301
36,2016,A,153
36,2019,A,114
36,2018,A,633
36,2016,A,663
36,2016,A,5141
36,2017,A,639
36,2020,A,53
36,2018,A,192
36,2018,A,114
36,2017,A,5085
36,2016,A,418
36,2020,A,111
36,2016,A,507
36,2019,A,583
36,2020,A,5058
36,2016,B,1018
36,2016,A,331
36,2017,A,5036
36,2016,A,142
36,2020,A,2216
36,2018,A,3054
36,2019,A,304
36,2019,A,408
36,2019,A,605
36,2017,A,463
36,2017,A,111
36,2019,A,602
36,2016,B,4534
35,2018,A,129
35,2016,A,199
35,2020,A,186
35,2017,A,477
35,2019,A,1214
35,2019,A,4202
35,2019,A,5058
35,2018,A,337
35,2017,A,619
35,2020,B,266
35,2017,A,1209
35,2019,A,3200
35,2018,A,4146
35,2017,A,334
35,2016,A,314
35,2018,A,1011
35,2016,B,4109
35,2019,A,702
35,2019,A,653
35,2017,A,1065
35,2018,A,73
35,2016,A,128
35,2016,B,6243
35,2019,B,272
35,2017,A,621
35,2019,A,5145
35,2017,B,2177
35,2020,A,627
35,2018,A,3024
35,2016,A,274
35,2016,A,83
35,2016,A,111
35,2020,A,1156
35,2017,B,1318
35,2019,B,266
35,2018,A,4202
35,2017,A,225
35,2020,A,1203
35,2016,A,1083
35,2018,A,381
35,2019,A,381
35,2019,A,669
35,2017,B,3073
35,2016,A,203
35,2016,A,547
35,2016,A,1170
35,2016,B,4009
35,2017,A,93
35,2016,A,665
35,2016,A,4061
35,2016,A,474
35,2020,A,413
35,2019,B,2230
35,2018,A,5085
35,2018,A,1214
35,2020,A,500
35,2020,A,408
35,2019,A,54
35,2018,A,1077
35,2018,B,480
35,2016,A,345
35,2018,A,511
35,2016,A,632
35,2018,A,191
35,2020,B,550
35,2018,A,83
35,2017,A,4005
35,2017,A,494
35,2016,B,4289
35,2017,A,223
35,2016,B,4128
35,2018,A,1083
35,2020,A,507
35,2017,A,438
34,2016,A,572
34,2020,A,288
34,2016,A,1200
34,2018,A,460
34,2019,A,725
34,2016,A,176
34,2018,A,1139
34,2018,A,183
34,2018,A,1033
34,2018,A,5080
34,2019,A,6120
34,2016,A,560
34,2018,A,174
34,2017,A,673
34,2018,A,87
34,2020,B,218
34,2017,A,5038
34,2019,A,73
34,2017,A,2214
34,2018,A,1018
34,2018,A,4260
34,2016,A,900
34,2020,A,454
34,2019,B,4006
34,2020,A,243
34,2017,A,514
34,2017,A,81
34,2017,A,572
34,2017,A,418
34,2019,A,254
34,2018,B,682
34,2019,A,608
34,2016,B,2149
34,2018,A,409
34,2019,A,180
34,2016,A,377
34,2018,A,4144
34,2016,A,5203
34,2019,A,1011
34,2018,A,141
34,2016,A,1156
34,2018,A,676
34,2017,A,314
34,2016,A,491
34,2016,B,579
34,2018,A,1074
34,2017,A,680
34,2019,A,4161
34,2017,A,1058
34,2019,B,4128
34,2019,Motorway,621
34,2016,A,4600
34,2019,A,641
34,2019,B,6265
34,2020,A,358
34,2019,A,642
34,2016,A,527
34,2020,A,4201
34,2017,A,684
34,2017,A,4018
34,2017,A,345
33,2016,A,141
33,2016,B,684
33,2020,A,5201
33,2019,A,208
33,2016,A,723
33,2016,A,87
33,2020,A,410
33,2020,A,68
33,2016,A,1134
33,2017,A,306
33,2018,B,4109
33,2016,A,603
33,2017,A,218
33,2016,B,550
33,2017,B,4
33,2020,A,628
33,2018,A,3217
33,2018,A,153
33,2017,A,5123
33,2019,A,469
33,2016,A,100
33,2018,B,4102
33,2017,A,507
33,2019,A,323
33,2018,A,78
33,2016,A,3095
33,2017,A,1139
33,2017,A,669
33,2016,A,81
33,2018,A,701
33,2018,A,148
33,2016,A,5080
33,2018,A,540
33,2019,A,551
33,2018,A,736
33,2019,Motorway,18
33,2017,A,304
33,2016,A,425
33,2016,A,363
33,2016,A,3400
33,2019,A,1139
33,2020,A,2016
33,2018,A,388
33,2019,B,452
33,2016,B,2177
33,2019,A,591
33,2020,A,302
33,2018,A,267
33,2018,A,1081
33,2019,B,682
33,2018,B,2036
33,2017,A,4144
33,2016,B,376
33,2017,B,582
33,2019,A,556
33,2019,A,256
33,2016,A,405
33,2016,A,601
33,2017,A,523
33,2017,A,220
33,2017,A,410
33,2017,A,6130
33,2020,A,540
33,2020,A,616
33,2020,A,460
33,2017,A,415
32,2016,A,673
32,2019,A,1018
32,2018,A,172
32,2019,A,473
32,2019,A,78
32,2016,A,514
32,2016,B,4034
32,2018,A,216
32,2016,A,678
32,2019,A,4042
32,2017,A,1156
32,2019,Motorway,80
32,2019,A,4130
32,2016,A,576
32,2019,A,600
32,2018,A,515
32,2018,A,632
32,2017,A,3020
32,2020,A,4500
32,2020,A,225
32,2020,Motorway,61
32,2020,A,7
32,2019,B,3068
32,2016,A,6003
32,2018,A,4130
32,2018,A,371
32,2019,B,6004
32,2016,B,2028
32,2020,A,4140
32,2019,A,1058
32,2019,A,76
32,2016,B,3349
32,2017,B,317
32,2020,A,314
32,2019,A,355
32,2018,A,410
32,2017,A,1434
32,2016,A,1042
32,2017,A,646
32,2018,A,5123
32,2018,A,639
32,2016,A,6075
32,2020,A,89
32,2019,A,500
32,2016,A,332
32,2018,A,6068
32,2018,A,643
32,2016,A,625
32,2018,B,1007
32,2018,A,589
32,2020,A,1011
32,2020,A,142
32,2017,A,377
32,2019,A,288
32,2019,A,234
32,2018,Motorway,621
32,2016,A,559
32,2019,B,4102
32,2018,A,673
32,2018,A,438
32,2016,A,4010
32,2018,A,4090
32,2019,A,639
32,2018,A,591
32,2016,A,719
32,2017,A,518
32,2017,A,1060
32,2018,B,1077
32,2019,A,5203
32,2018,A,469
32,2018,A,131
32,2019,A,518
32,2018,A,5058
32,2020,A,609
32,2018,A,103
32,2018,A,587
32,2018,B,3068
32,2020,A,347
32,2018,B,218
32,2017,B,550
32,2017,B,1108
31,2018,A,4042
31,2018,A,81
31,2019,B,269
31,2019,B,4101
31,2020,A,4042
31,2020,A,676
31,2017,A,182
31,2018,A,377
31,2019,A,410
31,2019,A,460
31,2018,B,6243
31,2020,A,153
31,2018,A,159
31,2018,A,646
31,2018,A,5203
31,2019,A,227
31,2020,A,1081
31,2019,A,5123
31,2016,A,589
31,2017,A,6017
31,2018,A,491
31,2017,Motorway,80
31,2016,A,367
31,2018,B,165
31,2017,A,4119
31,2016,A,4148
31,2016,Motorway,53
31,2020,A,114
31,2019,B,197
31,2020,A,289
31,2017,A,121
31,2018,A,226
31,2020,A,5200
31,2019,A,625
31,2016,A,3050
31,2017,A,371
31,2020,A,469
31,2017,A,4206
31,2018,A,603
31,2019,B,550
31,2018,A,314
31,2017,A,6075
31,2020,Motorway,18
31,2017,A,663
31,2017,B,480
31,2016,A,67
31,2016,A,6130
31,2017,A,1231
31,2016,B,4098
31,2019,A,287
31,2017,A,4180
31,2017,A,233
31,2019,A,701
31,2018,A,612
31,2019,A,1060
31,2016,A,639
31,2016,A,446
31,2019,A,91
31,2016,B,582
31,2016,A,121
31,2018,A,1200
31,2019,B,1077
31,2019,A,210
31,2018,B,108
31,2016,A,451
31,2016,A,1124
31,2016,A,210
31,2016,B,4101
31,2020,A,511
31,2017,A,900
31,2019,A,1208
31,2016,A,494
31,2019,A,721
31,2019,A,289
31,2017,A,174
31,2016,B,3212
30,2018,A,184
30,2020,A,54
30,2017,A,3072
30,2019,B,1018
30,2018,A,553
30,2019,B,507
30,2020,A,3102
30,2016,B,269
30,2016,A,6002
30,2017,A,547
30,2018,A,4119
30,2020,A,3024
30,2017,A,3204
30,2018,A,574
30,2016,A,640
30,2019,A,174
30,2018,A,588
30,2018,A,4058
30,2016,A,148
30,2016,A,5104
30,2018,A,3060
30,2018,B,4124
30,2017,A,551
30,2016,A,1153
30,2017,A,4089
30,2016,A,736
30,2016,A,1065
30,2016,A,324
30,2017,B,1077
30,2018,A,451
30,2016,A,516
30,2017,B,4145
30,2016,B,4124
30,2016,A,3200
30,2019,A,1231
30,2018,A,695
30,2018,A,1067
30,2016,A,169
30,2016,A,4124
30,2018,A,721
30,2017,B,2230
30,2017,A,1303
30,2017,A,3052
30,2020,A,4124
30,2019,A,1077
30,2019,A,4058
30,2016,A,1077
30,2016,A,5272
30,2016,A,234
30,2017,A,72
30,2019,A,218
30,2016,B,4121
30,2017,A,83
30,2016,A,174
30,2020,B,450
30,2019,A,5036
30,2020,A,603
30,2020,A,5460
30,2019,B,167
30,2020,B,3068
30,2017,A,91
30,2020,A,1060
30,2017,A,1074
30,2016,A,488
30,2016,B,1007
30,2017,A,142
30,2018,A,640
30,2019,A,5085
30,2016,B,197
30,2020,A,130
30,2019,A,612
30,2020,A,401
30,2017,A,4061
30,2018,A,72
30,2019,A,337
30,2018,A,199
30,2018,A,4124
30,2019,A,4031
30,2018,A,111
30,2016,A,218
30,2020,A,570
30,2018,A,345
30,2020,B,2110
30,2020,A,3005
30,2019,A,3054
30,2018,A,304
30,2020,A,533
30,2020,A,584
30,2016,A,4005
30,2019,A,3217
30,2020,A,5038
30,2017,B,452
30,2018,A,4089
30,2020,A,587
30,2020,A,141
30,2018,A,556
30,2018,A,1058
30,2018,A,287
30,2019,A,192
30,2016,A,182
30,2019,A,4054
30,2017,A,425
30,2020,A,1200
30,2020,A,129
30,2019,A,4144
29,2019,A,5202
29,2019,A,85
29,2020,A,525
29,2016,A,621
29,2020,A,380
29,2018,B,6004
29,2018,B,2230
29,2016,A,541
29,2017,A,3025
29,2019,A,81
29,2018,B,550
29,2020,B,4006
29,2018,A,4010
29,2018,A,5460
29,2020,A,227
29,2016,B,3068
29,2016,A,574
29,2017,A,227
29,2019,A,1165
29,2016,A,4144
29,2020,A,585
29,2017,Motorway,621
29,2018,A,347
29,2018,A,225
29,2020,A,69
29,2018,A,523
29,2017,A,6007
29,2020,B,1040
29,2016,A,3060
29,2019,A,2212
29,2016,A,1060
29,2018,A,586
29,2020,A,600
29,2016,A,5121
29,2016,A,586
29,2019,A,507
29,2017,A,126
29,2017,A,5145
29,2017,A,515
29,2017,A,317
29,2018,A,3400
29,2020,A,1067
29,2020,Motorway,74
29,2019,A,2216
29,2018,A,227
29,2020,A,459
29,2020,B,272
29,2019,B,317
29,2016,B,135
29,2016,A,172
29,2019,A,644
29,2018,B,2110
29,2016,A,423
29,2017,A,4148
29,2017,A,146
29,2018,B,1040
29,2020,A,664
29,2017,B,6004
29,2017,A,164
29,2019,A,472
29,2018,A,3055
29,2018,A,418
29,2017,A,1153
29,2017,B,507
29,2018,A,507
29,2017,A,1200
29,2019,A,633
29,2017,A,2016
29,2018,A,596
29,2017,A,632
29,2017,A,5272
29,2016,A,4206
29,2016,A,1237
29,2019,A,267
29,2018,A,684
29,2017,B,3081
28,2020,A,113
28,2020,A,3217
28,2020,A,680
28,2016,A,463
28,2016,A,724
28,2019,A,342
28,2017,A,553
28,2016,A,220
28,2018,A,343
28,2020,A,4119
28,2019,A,418
28,2019,A,6200
28,2018,A,91
28,2020,A,5123
28,2019,A,3055
28,2019,A,159
28,2018,A,645
28,2018,A,5199
28,2020,A,411
28,2016,B,1022
28,2020,A,255
28,2017,A,4124
28,2017,A,688
28,2017,A,194
28,2016,A,2220
28,2019,A,4089
28,2018,B,4034
28,2019,A,93
28,2016,B,126
28,2018,A,4161
28,2020,A,381
28,2018,A,1060
28,2019,A,216
28,2020,A,572
28,2020,A,125
28,2018,Motorway,80
28,2016,A,462
28,2019,A,164
28,2016,A,636
28,2020,A,5183
28,2017,A,5202
28,2016,A,530
28,2018,A,218
28,2020,A,309
28,2017,A,1077
28,2017,A,131
28,2016,A,6109
28,2018,A,4600
28,2019,A,574
28,2019,A,726
28,2020,A,210
28,2020,A,453
28,2018,A,5036
28,2016,A,5038
28,2019,B,3212
28,2019,A,5104
28,2019,A,1074
28,2017,B,2036
28,2019,A,681
28,2017,B,4006
28,2018,A,182
28,2018,A,737
28,2016,A(M),74
28,2019,A,579
28,2016,A,409
28,2016,B,181
28,2018,B,266
28,2020,A,560
28,2020,A,625
28,2020,A,208
28,2017,B,4210
28,2018,A,448
28,2020,B,4128
28,2016,A,6007
28,2018,A,5100
28,2017,Motorway,9
28,2018,A,2016
28,2017,A,5205
28,2019,A,83
28,2018,A,1237
28,2017,A,723
28,2016,A,194
28,2019,A,6003
28,2017,B,160
28,2016,A,93
28,2016,A,1211
28,2016,A,1067
28,2019,A,233
28,2020,A,673
27,2018,A,246
27,2016,A,5100
27,2017,B,1022
27,2016,B,1230
27,2018,A,415
27,2016,A,317
27,2017,A,4280
27,2018,A,3025
27,2017,A,1400
27,2019,A,1200
27,2016,A,652
27,2019,A,128
27,2020,A,590
27,2019,A,3020
27,2018,B,186
27,2017,A,692
27,2016,A,1261
27,2019,A,589
27,2019,B,2177
27,2019,A,125
27,2016,A,3214
27,2017,A,405
27,2017,B,235
27,2018,A,125
27,2020,A,371
27,2019,A,4005
27,2019,A,184
27,2020,B,135
27,2019,A,1071
27,2020,A,174
27,2018,A,472
27,2019,A,2016
27,2020,A,327
27,2018,B,4145
27,2017,A,289
27,2017,Motorway,55
27,2019,A,761
27,2019,B,6243
27,2016,A,6010
27,2017,A,462
27,2019,Motorway,55
27,2016,Motorway,69
27,2018,A,132
27,2018,A,234
27,2016,B,4176
27,2018,A,619
27,2018,A,550
27,2020,A,576
27,2016,B,165
27,2020,A,6010
27,2018,B,4217
27,2020,A,183
27,2017,B,6159
27,2018,A,642
27,2017,A,301
27,2018,A,274
27,2017,A,137
27,2017,A,4600
27,2017,A,168
27,2020,B,306
27,2017,A,192
27,2020,A,4018
27,2017,A,128
27,2017,A,87
27,2019,A,360
27,2016,A,612
27,2016,A,6078
27,2018,A,5145
27,2019,A,121
27,2020,A,304
27,2019,A,396
27,2016,A,5109
27,2019,A,1067
27,2018,B,452
27,2017,B,266
27,2017,B,376
27,2017,A,4155
27,2017,A,1011
27,2020,A,438
27,2018,B,269
27,2020,B,2036
27,2017,A,474
27,2016,A,6110
27,2020,A,660
27,2019,A,523
27,2019,A,314
27,2019,A,646
27,2019,A,606
27,2016,A,1068
27,2018,A,382
27,2020,A,409
27,2016,A,915
27,2017,A,643
27,2018,B,317
27,2020,A,612
27,2019,A,129
27,2016,A,5183
27,2019,A,231
27,2018,A,681
27,2016,B,210
26,2018,A,2215
26,2019,A,5038
26,2019,A,6109
26,2018,A,194
26,2016,B,6232
26,2016,B,2112
26,2016,B,470
26,2019,A,301
26,2020,A,642
26,2016,A,1434
26,2020,A,658
26,2019,A,572
26,2018,B,271
26,2016,B,4495
26,2020,A,523
26,2017,B,272
26,2017,A,451
26,2016,B,6144
26,2016,B,6004
26,2019,B,6020
26,2020,A,4067
26,2019,A,126
26,2017,B,218
26,2018,A,518
26,2018,A,446
26,2020,A,4130
26,2018,A,3020
26,2016,A,247
26,2017,A,4165
26,2016,B,5366
26,2019,B,686
26,2018,A,367
26,2019,A,619
26,2019,Motorway,53
26,2017,A,600
26,2020,A,684
26,2016,A,1003
26,2016,A,3090
26,2017,A,4260
26,2018,A,6078
26,2019,A,376
26,2020,B,160
26,2018,A,530
26,2020,Motorway,23
26,2017,A,1170
26,2016,B,4217
26,2017,A,1068
26,2018,Motorway,9
26,2018,A,537
26,2017,A,234
26,2020,A,1083
26,2019,A,530
26,2016,B,1145
26,2018,A,4095
26,2018,A,6110
26,2017,B,278
26,2018,A,688
26,2018,B,376
26,2017,B,4217
26,2017,A,6144
26,2020,A,641
26,2016,B,6388
26,2017,A,327
26,2017,A,4312
26,2019,A,695
26,2016,B,271
26,2020,A,1018
26,2020,A,335
26,2017,A,2010
26,2016,A,348
26,2020,A,1077
26,2020,A,158
26,2016,A,4042
26,2016,B,5132
26,2018,A,128
26,2016,A,1009
26,2019,B,3081
26,2017,A,1237
26,2018,A,625
26,2016,A,4155
26,2018,A,4206
26,2016,A,289
26,2018,A,170
26,2016,B,4145
