accidents,accident_year,first_road_class,first_road_number
23,2018,A,363
23,2016,A,285
23,2020,A,223
23,2018,A,4054
23,2019,A,3204
23,2017,B,3349
23,2020,A,814
23,2018,B,160
23,2017,A,541
23,2020,A,6007
23,2018,B,1018
23,2020,B,4109
23,2020,A,1237
23,2017,A,1031
23,2018,B,210
23,2017,A,3063
23,2016,A,326
23,2017,A,352
23,2020,A,605
23,2018,A,4061
23,2017,A,4044
23,2017,A,520
23,2020,A,343
23,2017,A,5109
23,2020,A,132
23,2018,A,445
23,2020,B,4058
23,2016,B,2030
23,2016,B,118
23,2017,A,472
23,2018,B,235
23,2018,A,626
23,2016,A,91
23,2016,B,378
23,2020,A,6120
23,2016,B,4465
23,2019,A,673
23,2018,A,1071
23,2016,A,4147
23,2020,B,3073
23,2018,A,1042
23,2016,B,6200
23,2016,B,306
23,2020,A,6008
23,2017,B,1224
23,2019,A,2032
23,2019,B,2032
23,2019,B,3139
23,2020,A,250
23,2016,A,4076
23,2018,B,4035
23,2016,A,1400
23,2020,A,128
23,2017,A,1243
23,2019,A,317
23,2016,A,6195
23,2019,A,4260
23,2018,B,3212
22,2017,A,185
22,2017,A(M),74
22,2017,B,3061
22,2020,A,594
22,2019,A,6096
22,2017,A,2004
22,2016,B,3227
22,2017,B,5254
22,2020,A,6109
22,2018,B,181
22,2020,A,323
22,2018,A,1211
22,2016,A,4103
22,2020,A,621
22,2016,A,907
22,2017,A,3100
22,2017,A,309
22,2019,A,258
22,2020,A,355
22,2018,A,677
22,2020,A,1400
22,2017,B,600
22,2017,A,177
22,2018,A,674
22,2016,B,5000
22,2018,A,362
22,2016,B,1190
22,2020,A,161
22,2017,A,271
22,2020,A,5199
22,2017,A,2220
22,2019,B,235
22,2019,A,343
22,2017,A,540
22,2018,Motorway,57
22,2018,A,3090
22,2018,Motorway,180
22,2018,A,5076
22,2016,A,168
22,2020,A,2212
22,2019,A,177
22,2016,B,6145
22,2019,A,1184
22,2020,A,415
22,2018,B,184
22,2019,A,1068
22,2020,A,515
22,2016,A,739
22,2018,A,258
22,2017,B,177
22,2016,A,371
22,2018,B,137
22,2016,A,3025
22,2017,A,260
22,2020,A,340
22,2017,A,1071
22,2018,A,389
22,2016,B,3059
22,2016,A,1001
22,2019,A,900
22,2017,B,197
22,2020,A,257
22,2020,B,4145
22,2017,A,332
22,2018,B,1150
22,2017,B,4289
22,2020,A,437
22,2016,A,216
22,2019,A,2041
22,2016,B,701
22,2017,A,1123
22,2020,A,1434
22,2016,A,4059
22,2018,A,3058
22,2016,A,396
22,2018,B,4455
22,2016,A,389
22,2019,A,182
22,2019,B,179
22,2017,B,6179
22,2017,B,221
22,2019,A,6130
22,2019,B,1025
22,2016,A,1085
22,2016,Motorway,55
22,2016,A,4311
22,2017,A,76
22,2020,A,4260
22,2018,B,197
22,2019,A,4044
22,2019,B,2112
22,2019,B,160
22,2016,A,1243
22,2016,A,532
22,2019,A,1083
22,2018,A,538
22,2019,A,3058
22,2017,B,6145
22,2017,B,113
22,2019,B,2110
22,2016,A,713
22,2020,B,6265
22,2020,A,78
22,2017,B,271
22,2016,A,1035
22,2016,A,513
22,2016,A,360
22,2018,A,233
22,2016,B,1113
22,2017,A,1003
22,2017,A,4074
22,2016,A,84
22,2020,B,2205
22,2020,B,167
22,2016,B,5378
22,2019,A,176
22,2017,A,491
22,2016,A,921
22,2017,A,3090
22,2017,B,2112
22,2020,A,218
22,2018,A,697
22,2017,A,346
22,2016,B,4210
22,2019,A,142
22,2020,A,1170
22,2017,B,1014
22,2017,A,532
22,2017,A,2041
22,2017,A,274
22,2017,B,2110
22,2018,B,2028
22,2016,A,273
22,2016,A,5145
22,2017,B,140
22,2017,A,4251
22,2018,A,5272
22,2016,A,5065
22,2016,A,1114
22,2019,A,1009
22,2017,A,4103
22,2019,A,5205
22,2017,B,6166
22,2017,A,351
21,2020,A,4600
21,2017,B,4058
21,2019,B,2030
21,2017,A,588
21,2017,A,739
21,2018,A,1261
21,2018,B,4051
21,2020,B,480
21,2019,B,1230
21,2018,B,1014
21,2017,B,519
21,2017,A,626
21,2017,A,1261
21,2017,B,412
21,2017,A,3095
21,2017,B,2028
21,2020,A,619
21,2016,A,382
21,2019,A,271
21,2019,B,4098
21,2017,B,4121
21,2016,A,901
21,2018,A,1165
21,2017,A,6003
21,2017,A,1066
21,2019,A,688
21,2018,A,516
21,2018,A,462
21,2016,B,3385
21,2020,A,418
21,2017,B,4176
21,2016,A,239
21,2016,B,5254
21,2017,B,413
21,2017,B,6194
21,2019,B,510
21,2019,A,691
21,2016,A,557
21,2017,B,6326
21,2018,A,4155
21,2019,Motorway,32
21,2018,B,1027
21,2019,B,376
21,2019,A,4041
21,2019,A,3060
21,2017,B,1398
21,2016,B,411
21,2019,A,4206
21,2018,Motorway,32
21,2018,A,657
21,2017,B,4455
21,2016,B,4154
21,2020,B,510
21,2017,A,349
21,2019,A,3214
21,2018,A,474
21,2019,A,679
21,2017,B,2166
21,2020,A,645
21,2019,B,4217
21,2016,A,74
21,2019,A,1003
21,2017,A,552
21,2016,A,1165
21,2019,A,3100
21,2018,B,3139
21,2019,B,2154
21,2020,A,274
21,2017,A,6181
21,2019,A,575
21,2017,B,1233
21,2018,A,321
21,2017,B,1256
21,2018,A,669
21,2019,A,3006
21,2018,B,684
21,2018,A,4031
21,2020,B,376
21,2020,A,701
21,2016,B,4603
21,2016,A,552
21,2017,B,4495
21,2018,B,4082
21,2020,B,2149
21,2016,B,1077
21,2020,A,5205
21,2018,B,509
21,2017,B,466
21,2017,A,5080
21,2016,A,6094
21,2019,A,586
21,2019,B,5117
21,2016,B,4057
21,2019,A,345
21,2017,A,6104
21,2019,A,445
21,2016,B,5124
21,2016,B,6194
21,2018,A,67
21,2020,A,596
21,2018,B,2140
21,2020,B,466
21,2018,A,1114
21,2017,A,2100
21,2017,A,719
21,2019,A,478
21,2017,A,1211
21,2020,A,126
21,2017,B,5366
21,2018,B,981
21,2019,B,4210
21,2016,B,5051
21,2020,B,137
21,2019,B,310
21,2016,A,4100
21,2018,B,3081
21,2017,B,135
21,2017,A,3214
21,2019,A,474
21,2016,A,674
21,2018,A,575
21,2019,B,1049
21,2018,B,510
21,2017,Motorway,54
21,2018,A,360
21,2019,A,1085
21,2020,B,126
21,2016,B,5268
21,2020,A,5203
21,2019,A,1211
21,2017,A,1114
21,2017,A,662
21,2017,B,454
21,2017,A,513
21,2018,A,1086
21,2018,A,4259
21,2016,B,1249
21,2017,A,297
21,2016,A,3015
21,2020,B,113
21,2016,A,6181
21,2018,A,1075
21,2020,A,1065
21,2018,A,168
21,2018,A,376
21,2017,B,6232
21,2019,A,269
21,2018,A,211
21,2019,A,1124
21,2017,A,331
21,2020,A,602
21,2019,B,6060
21,2020,A,199
21,2019,A,736
21,2020,A,640
21,2020,A,681
21,2018,A,900
21,2016,A,512
21,2017,A,4118
21,2019,A,87
21,2017,B,323
20,2020,A,334
20,2020,A,589
20,2018,B,3073
20,2019,A,6002
20,2020,B,1318
20,2020,B,1108
20,2019,A,6011
20,2018,A,662
20,2020,A,216
20,2018,B,1393
20,2020,A,170
20,2018,A,1260
20,2019,A,363
20,2018,A,1300
20,2016,B,466
20,2017,A,489
20,2019,A,489
20,2016,B,382
20,2018,A,231
20,2017,A,4142
20,2017,A,1001
20,2017,B,4169
20,2019,B,212
20,2020,Motorway,180
20,2016,A,3063
20,2020,A,73
20,2019,A,4180
20,2020,A,425
20,2016,A,297
20,2020,A,551
20,2016,B,507
20,2016,A,1240
20,2016,B,3333
20,2017,A,5104
20,2018,A,4041
20,2019,A,2208
20,2017,A,5087
20,2016,A,290
20,2017,A,340
20,2020,A,348
20,2017,B,5261
20,2020,B,4082
20,2016,A,477
20,2020,A,431
20,2020,A,137
20,2019,B,1014
20,2020,A,3020
20,2019,A,4055
20,2016,B,1426
20,2018,B,278
20,2016,B,3066
20,2020,B,1077
20,2020,A,131
20,2017,A,527
20,2016,B,1308
20,2016,A,4440
20,2017,B,156
20,2017,A,95
20,2017,A,4031
20,2020,A,5145
20,2016,B,1363
20,2017,A,157
20,2017,A,423
20,2017,A,4233
20,2017,Motorway,90
20,2017,A,691
20,2017,B,579
20,2017,A,6068
20,2020,B,3411
20,2019,B,525
20,2017,B,4603
20,2017,A,5204
20,2018,A,696
20,2016,B,1505
20,2018,A,1136
20,2018,A,467
20,2016,A,1159
20,2018,B,3227
20,2019,Motorway,90
20,2018,A,392
20,2017,B,3227
20,2019,A,692
20,2020,A,1243
20,2016,B,2052
20,2016,A,5032
20,2016,B,1256
20,2020,A,761
20,2016,B,1188
20,2018,A,1303
20,2018,A,405
20,2018,B,686
20,2020,A,537
20,2020,A,6178
20,2017,A,5100
20,2019,B,2149
20,2019,B,1233
20,2020,A,448
20,2018,B,1003
20,2017,B,5117
20,2016,B,6317
20,2019,B,4035
20,2018,A,331
20,2020,B,684
20,2017,A,2070
20,2020,A,3052
20,2018,A,719
20,2020,A,3100
20,2019,A,4311
20,2017,B,4087
20,2020,A,4280
20,2019,A,2990
20,2018,B,5166
20,2016,A,4233
20,2018,B,113
20,2016,A,696
20,2017,B,214
20,2017,A,273
20,2017,B,4017
20,2020,A,267
20,2020,A,317
20,2016,B,4087
20,2016,A,6191
20,2016,B,4138
20,2018,A,618
20,2017,A,169
20,2020,B,177
20,2016,A,4036
20,2017,B,186
20,2019,B,4455
20,2016,B,3078
20,2019,A,326
20,2019,A,423
20,2016,B,221
20,2016,B,177
20,2019,B,4121
20,2016,Motorway,180
20,2020,A,164
20,2018,A,161
20,2019,A,72
20,2018,A,177
20,2019,A,5100
20,2019,A,5272
20,2020,B,269
20,2016,B,1257
20,2020,A,606
20,2018,A,6200
20,2016,A,5132
20,2017,A,575
20,2019,A,352
20,2019,B,3400
20,2020,A,4202
20,2020,B,4154
20,2018,B,229
20,2016,A,321
20,2019,B,701
20,2020,A,1214
20,2017,B,4465
20,2018,B,1230
20,2020,B,279
20,2017,B,1230
20,2019,B,210
20,2017,B,4054
20,2020,A,5202
20,2019,B,2166
20,2019,A,4165
20,2017,A,6109
20,2016,B,310
20,2020,A,518
20,2017,B,1027
20,2016,A,2100
20,2018,A,3050
20,2016,A,661
20,2017,A,3023
20,2020,A,423
20,2016,A,4232
20,2016,B,4267
20,2016,B,6241
20,2019,A,6075
20,2017,A,6002
20,2019,A,132
20,2020,A,643
20,2017,Motorway,180
20,2017,A,537
20,2019,B,5268
20,2016,B,769
20,2019,A,1098
20,2019,A,1400
20,2017,A,159
20,2018,B,1172
20,2016,A,6006
20,2020,A,5085
20,2018,A,326
20,2019,A,194
20,2020,A,1209
20,2019,A,1198
20,2016,B,3157
19,2020,A,553
19,2019,A,4280
19,2020,B,235
19,2018,A,2032
19,2020,A,93
19,2016,B,284
19,2017,A,187
19,2016,Motorway,26
19,2020,B,4102
19,2018,B,4210
19,2019,B,4237
19,2019,A,300
19,2020,A,4074
19,2018,A,260
19,2017,B,3059
19,2016,B,4058
19,2016,A,1066
19,2020,A,4200
19,2016,A,1071
19,2020,A,81
19,2017,A,5141
19,2020,A,663
19,2016,B,358
19,2017,B,210
19,2019,A,5095
19,2017,A,2208
19,2017,B,167
19,2020,A,5080
19,2017,B,3212
19,2018,B,1296
19,2018,B,4009
19,2018,A,431
19,2018,A,126
19,2020,A,639
19,2020,A,463
19,2019,B,2026
19,2019,B,4034
19,2017,A(M),167
19,2018,A,463
19,2019,A,537
19,2017,B,4144
19,2018,A,663
19,2019,B,118
19,2017,A,6200
19,2020,B,2154
19,2019,A,4207
19,2017,A,3022
19,2019,B,1022
19,2019,B,4275
19,2020,B,6045
19,2020,A,342
19,2016,B,1014
19,2018,A,724
19,2016,B,656
19,2016,A,251
19,2017,A,204
19,2017,A,1009
19,2019,A,292
19,2019,B,1249
19,2019,A,657
19,2019,A,6191
19,2016,B,762
19,2018,B,1188
19,2020,A,644
19,2019,A,532
19,2020,B,1018
19,2016,B,2150
19,2017,A,816
19,2017,Motorway,69
19,2017,A,348
19,2019,A,4095
19,2016,B,413
19,2016,A,4101
19,2017,B,4057
19,2018,A,340
19,2019,B,653
19,2018,A,6007
19,2018,A,255
19,2016,B,4017
19,2017,A,5460
19,2019,B,1600
19,2019,B,509
19,2018,B,3400
19,2018,B,3059
19,2019,A,416
19,2018,A,309
19,2019,B,4058
19,2017,A,5230
19,2020,A,737
19,2016,B,160
19,2018,B,3151
19,2020,B,682
19,2017,A,6030
19,2020,A,75
19,2019,A,172
19,2016,A,2208
19,2017,A,372
19,2018,A,6195
19,2017,B,5132
19,2020,A,720
19,2019,B,6194
19,2020,A,147
19,2016,A,3047
19,2017,B,6243
19,2017,A,4059
19,2017,A,693
19,2017,A,6108
19,2016,B,1
19,2018,A,6003
19,2017,A,1240
19,2016,A,4280
19,2017,B,179
19,2019,A,2206
19,2017,B,137
19,2018,A,1270
19,2018,A,478
19,2020,B,6194
19,2017,A,6178
19,2016,B,6422
19,2017,B,126
19,2017,A,601
19,2020,A,96
19,2017,A,706
19,2017,A,147
19,2016,A,6117
19,2016,A,4003
19,2020,B,2173
19,2019,A,643
19,2019,A,351
19,2017,A,3047
19,2020,A,6130
19,2020,A,561
19,2020,A,405
19,2020,A,331
19,2019,B,278
19,2018,A,300
19,2018,A,5089
19,2020,A,1042
19,2018,B,179
19,2018,A,4100
19,2019,B,1318
19,2018,B,5093
19,2019,A,559
19,2018,A,6009
19,2016,B,2230
19,2019,A,5025
19,2016,A,4165
19,2020,A,5109
19,2018,B,1600
19,2017,A,657
19,2019,A,620
19,2019,B,165
19,2019,B,4009
19,2020,A,1058
19,2020,B,221
19,2019,B,1464
19,2018,A,4063
19,2019,A(M),74
19,2019,A,3047
19,2016,A,2270
19,2018,A,5205
19,2019,B,4063
19,2016,A,4063
19,2018,B,214
19,2016,B,3151
19,2020,A,547
19,2016,A,185
19,2019,B,1003
19,2018,A,2015
19,2017,B,4082
19,2018,B,282
19,2016,A,177
19,2017,A,4036
19,2016,B,2116
19,2018,B,4495
19,2017,A,2015
19,2020,A,4005
19,2017,A,275
19,2016,A,6108
19,2017,B,4373
19,2017,B,1115
19,2020,A,6096
19,2017,B,6020
18,2016,A,6096
18,2016,A,161
18,2016,A,6200
18,2019,A,5061
18,2017,A,80
18,2019,B,1383
18,2019,A,297
18,2017,A,677
18,2017,B,2139
18,2017,B,1008
18,2016,A,749
18,2019,A,1031
18,2018,A,251
18,2017,A,319
18,2020,B,5378
18,2016,A,4019
18,2018,A,476
18,2018,B,1248
18,2016,A,448
18,2016,B,416
18,2016,B,5017
18,2020,A,239
18,2018,A,324
18,2017,B,7015
18,2018,A,2218
18,2018,A,2199
18,2018,A,2042
18,2020,A,194
18,2019,B,6317
18,2020,A,6075
18,2020,A,485
18,2018,B,5238
18,2017,A,1035
18,2019,A,645
18,2019,B,221
18,2019,A,1042
18,2018,A,713
18,2016,A,706
18,2017,B,4101
18,2019,B,780
18,2018,A,488
18,2017,B,4051
18,2016,A,478
18,2019,B,3227
18,2020,A,695
18,2019,A,485
18,2017,A,255
18,2019,B,4146
18,2016,B,1262
18,2016,A,6053
18,2019,A,1117
18,2020,A,4054
18,2019,A,168
18,2016,B,1213
18,2016,A,811
18,2016,B,4565
18,2020,B,2026
18,2016,A,4094
18,2019,A,592
18,2017,A,1080
18,2018,B,3035
18,2020,A,632
18,2017,A,4232
18,2018,A,6181
18,2018,A,636
18,2017,B,1003
18,2016,A,655
18,2018,B,1202
18,2019,B,140
18,2018,A,739
18,2019,A,1120
18,2016,A,166
18,2017,B,4632
18,2018,B,4146
18,2019,B,306
18,2018,A,4251
18,2017,A,1198
18,2020,A,3002
18,2018,A,1240
18,2017,B,5136
18,2020,A,538
18,2018,A,6002
18,2019,A,284
18,2019,A,2010
18,2020,A,258
18,2020,A,1071
18,2016,B,510
18,2019,A,553
18,2019,A,1270
18,2019,B,3059
18,2020,A,5272
18,2018,A,4311
18,2016,B,1393
18,2017,B,6157
18,2019,B,5358
18,2016,B,3022
18,2016,A,3056
18,2018,A,489
18,2016,B,902
18,2020,A,506
18,2016,A,4044
18,2019,A,285
18,2020,A,246
18,2020,A,5076
18,2018,Motorway,55
18,2019,A,4233
18,2018,B,6157
18,2017,A,367
18,2017,A,506
18,2019,A,451
18,2017,B,1298
18,2019,A,260
18,2018,A,6104
18,2019,A,6068
18,2020,B,4121
18,2017,A,4055
18,2020,A,332
18,2017,A,5121
18,2016,B,2104
18,2017,B,2150
18,2016,A,187
18,2018,A,1068
18,2019,B,1145
18,2018,B,1397
18,2018,A,4158
18,2017,A(M),3
18,2016,B,981
18,2018,A(M),38
18,2017,B,408
18,2018,A,4076
18,2016,A,436
18,2016,B,4373
18,2017,A,239
18,2016,B,2173
18,2019,B,466
18,2018,A,6094
18,2016,A,669
18,2017,A,6053
18,2016,B,137
18,2019,B,1007
18,2016,B,4112
18,2020,B,6145
18,2016,B,2145
18,2020,A,1075
18,2016,A,204
18,2019,A,321
18,2016,B,408
18,2017,A,574
18,2019,B,6030
18,2018,B,1008
18,2019,Motorway,66
18,2016,A,4312
18,2018,B,2104
18,2020,A,474
18,2019,A,724
18,2020,B,278
18,2019,B,5166
18,2019,A,1303
18,2016,A,5189
18,2018,B,126
18,2020,A,683
18,2016,A,6009
18,2016,A,3075
18,2016,B,6060
18,2020,A,4034
18,2018,B,4149
18,2020,A,306
18,2017,A,815
18,2016,A,657
18,2020,A,4148
18,2018,A,541
18,2019,B,6159
18,2017,A,4038
18,2018,B,412
18,2020,B,1393
18,2016,B,251
18,2019,A,3072
18,2019,A,550
18,2016,A,6011
18,2019,A,4189
18,2017,A,713
18,2019,A,6042
18,2017,B,1393
18,2019,A,663
18,2016,B,184
18,2016,A,2010
18,2016,B,6157
18,2020,A,234
18,2017,B,238
18,2020,A,166
18,2017,A,6195
18,2017,A,4100
18,2019,A,2070
18,2018,B,408
18,2016,A,369
18,2018,A,571
18,2018,B,515
18,2020,B,2230
18,2019,A,367
18,2019,A,1153
18,2018,B,1233
18,2018,B,2145
18,2020,A,157
18,2016,B,6273
18,2016,A,3006
18,2019,B,4144
18,2017,B,3254
18,2020,A,1085
17,2019,B,102
17,2020,B,1149
17,2019,A,728
17,2017,B,4237
17,2018,B,600
17,2020,A,1114
17,2018,A,600
17,2020,A,4031
17,2018,A,3006
17,2019,A,907
17,2020,A,6104
17,2018,B,6317
17,2020,A,4155
17,2016,A,728
17,2020,B,6243
17,2018,A,5268
17,2016,A,1031
17,2017,A,4010
17,2020,A,3035
17,2019,B,519
17,2016,A,6119
17,2019,B,1393
17,2018,A,1009
17,2017,B,4469
17,2016,B,1600
17,2018,A,5032
17,2017,B,2131
17,2019,B,4154
17,2019,B,218
17,2016,B,5136
17,2016,A,126
17,2019,B,375
17,2019,B,238
17,2020,A,211
17,2020,B,2032
17,2020,B,4124
17,2020,A,749
17,2017,B,4149
17,2020,A,251
17,2019,A,5109
17,2019,B,4176
17,2017,B,265
17,2016,B,1307
17,2019,A,3025
17,2020,B,4217
17,2019,B,1256
17,2019,B,1190
17,2017,B,1383
17,2020,A,1003
17,2016,B,4469
17,2017,B,3078
17,2020,A,1139
17,2019,A,74
17,2017,A,74
17,2016,A,836
17,2019,A,247
17,2020,B,4101
17,2020,A,389
17,2018,A,166
17,2019,B,762
17,2017,B,273
17,2016,B,6041
17,2016,B,1231
17,2018,A,4361
17,2020,A,321
17,2019,B,242
17,2019,A,161
17,2018,B,3066
17,2016,A,905
17,2018,A,1400
17,2017,B,1007
17,2016,B,1296
17,2018,A,5063
17,2016,B,261
17,2016,A,5089
17,2018,A,317
17,2019,A,372
17,2019,B,1224
17,2020,A,2011
17,2016,A,5047
17,2019,B,1192
17,2019,B,369
17,2018,A,1305
17,2016,A,735
17,2020,A,1136
17,2020,A,467
17,2016,B,1149
17,2019,A,239
17,2016,B,6463
17,2019,A,362
17,2019,B,1150
17,2017,B,2149
17,2017,A,592
17,2020,B,3212
17,2016,B,2011
17,2017,B,515
17,2020,A,4059
17,2019,A,4440
17,2017,B,3333
17,2017,B,3074
17,2020,A,706
17,2020,A,3204
17,2016,A,5268
17,2020,A,462
17,2018,A,269
17,2019,B,6132
17,2018,B,582
17,2016,B,686
17,2016,B,6161
17,2018,B,3272
17,2019,A,209
17,2018,A,169
17,2017,A,445
17,2019,A,1035
17,2016,B,5066
17,2019,A,3056
17,2017,A,6009
17,2018,A,297
17,2016,Motorway,32
17,2019,A,1066
17,2018,A,5086
17,2020,A,726
17,2017,A,637
17,2019,A,332
17,2016,A,5204
17,2019,B,3135
17,2016,A,6123
17,2019,B,3413
17,2017,A,389
17,2016,A,575
17,2017,A,362
17,2019,B,4373
17,2020,B,6020
17,2016,B,600
17,2020,A,6068
17,2016,A,626
17,2019,A,187
17,2016,B,279
17,2016,B,1508
17,2018,B,579
17,2019,A,262
17,2017,B,102
17,2016,B,425
17,2018,B,2026
17,2019,B,126
17,2016,B,3024
17,2019,A,5086
17,2018,A,2100
17,2020,A,3400
17,2017,A,2032
17,2019,Motorway,9
17,2016,B,1106
17,2020,A,233
17,2017,B,510
17,2020,A,541
17,2018,B,489
17,2020,A,285
17,2016,B,2026
17,2020,B,762
17,2016,Motorway,77
17,2020,A,3047
17,2020,B,2195
17,2020,Motorway,55
17,2020,A,5089
17,2016,B,265
17,2018,A,512
17,2019,B,5269
17,2016,B,1228
17,2018,A,4114
17,2016,B,1233
17,2018,B,5117
17,2016,A,5205
17,2018,B,4086
17,2020,A,4061
17,2018,A,899
17,2018,A,4165
17,2017,B,6144
17,2020,B,1230
17,2017,A,5089
17,2019,B,273
17,2020,A,83
17,2017,B,4534
17,2019,A,1080
17,2020,A,532
17,2020,A,254
17,2019,A,749
17,2016,B,2205
17,2018,A,5061
17,2019,B,4148
17,2016,B,377
17,2018,A,1003
17,2016,B,531
17,2019,B,2150
17,2020,A,591
17,2019,A,557
17,2018,B,6241
17,2018,A,254
17,2019,A,2004
17,2019,A,246
17,2018,A,1031
17,2016,B,3035
17,2019,A,446
17,2017,A,4039
17,2017,B,1426
17,2016,A,506
17,2018,A,694
17,2017,B,5238
17,2017,B,1101
17,2020,A,5103
17,2020,B,1256
17,2020,A,6195
17,2017,A,620
17,2018,B,4112
17,2019,A,6007
17,2018,B,5299
17,2020,A,3006
17,2018,A,2270
17,2016,A,6104
17,2017,B,4492
17,2016,A,4160
17,2020,A,326
17,2016,B,808
17,2020,B,1013
17,2016,A,1174
17,2016,A,2070
17,2017,A,209
17,2016,B,645
17,2018,A,157
17,2018,A,4118
17,2020,A,4058
17,2016,A,5228
17,2019,A,4155
17,2018,B,4057
17,2020,B,6231
17,2020,B,179
17,2018,B,2187
17,2016,B,4275
17,2019,A,618
17,2018,B,1318
17,2017,A,363
17,2016,A,686
17,2018,B,284
17,2017,A,284
17,2016,A,944
17,2019,A,670
17,2020,B,515
17,2019,Motorway,57
17,2018,A,5121
17,2018,B,177
17,2019,B,3061
17,2018,A,691
17,2018,A,3056
17,2020,B,140
17,2019,A,588
17,2016,B,1203
17,2019,A,4074
17,2017,B,1150
17,2019,A,255
17,2019,A,760
17,2017,B,4112
17,2018,B,255
17,2020,A,451
17,2018,B,2149
17,2019,A,516
17,2016,B,556
17,2016,A,262
17,2016,B,2068
17,2017,A,1151
16,2016,A,4289
16,2018,A,268
16,2017,A,573
16,2018,B,507
16,2019,A,1016
16,2020,A,608
16,2020,B,271
16,2017,A,749
16,2020,A,803
16,2018,A,532
16,2017,B,3006
16,2017,B,1102
16,2019,A,324
16,2018,B,552
16,2018,A,902
16,2016,A,499
16,2018,B,4591
16,2019,A,713
16,2016,B,258
16,2019,B,4087
16,2019,B,2128
16,2018,A,352
16,2017,B,2140
16,2020,A,530
16,2019,A,3090
16,2017,A,618
16,2019,A,157
16,2016,A,447
16,2016,A,4259
16,2016,B,1380
16,2016,A,4300
16,2018,B,306
16,2018,B,6200
16,2019,A,6144
16,2017,A,5082
16,2018,B,1145
16,2020,A,5049
16,2019,A,2052
16,2020,A,2070
16,2016,A,472
16,2019,B,3073
16,2018,A,2011
16,2017,A,947
16,2017,A,3056
16,2019,A,250
16,2017,B,5167
16,2020,A,351
16,2018,A,661
16,2017,B,213
16,2017,B,4035
16,2020,A,269
16,2020,A,4207
16,2016,B,4073
16,2016,A,495
16,2018,B,3061
16,2019,A,169
16,2016,B,300
16,2020,B,4112
16,2019,A,1123
16,2019,B,3151
16,2016,A,271
16,2019,A,3044
16,2020,B,176
16,2016,A,79
16,2017,B,5093
16,2016,A,341
16,2017,B,5069
16,2018,B,3074
16,2019,A,5204
16,2017,B,3066
16,2018,B,7078
16,2017,A,3002
16,2019,A,538
16,2018,B,223
16,2018,B,135
16,2017,B,1285
16,2016,A,4039
16,2018,A,6023
16,2017,A,1075
16,2018,A,4207
16,2016,A,265
16,2016,B,1026
16,2019,B,323
16,2019,A,2198
16,2018,A,3029
16,2020,B,3227
16,2016,A,2990
16,2020,B,518
16,2016,B,1174
16,2019,B,4149
16,2020,B,5358
16,2016,B,4035
16,2017,B,3284
16,2020,B,1508
16,2016,A,275
16,2018,A,6042
16,2017,A,1122
16,2016,B,4142
16,2018,A,4139
16,2017,A,4050
16,2019,B,358
16,2017,B,4110
16,2016,A,416
16,2017,A,394
16,2019,A,4100
16,2020,A,5036
16,2017,A,84
16,2019,B,2104
16,2018,A,1080
16,2019,A,1057
16,2019,B,154
16,2018,B,2173
16,2020,A,2041
16,2017,A,172
16,2016,A,6037
16,2016,B,789
16,2016,B,2033
16,2020,A,646
16,2016,A,3203
16,2019,Motorway,275
16,2017,B,5321
16,2016,B,1172
16,2016,A,970
16,2016,A,3023
16,2016,A,5028
16,2016,A,2015
16,2019,B,1398
16,2019,Motorway,54
16,2016,B,1248
16,2017,A,923
16,2018,B,3250
16,2018,B,645
16,2018,A,4055
16,2016,B,1115
16,2016,A,5152
16,2016,B,3334
16,2019,B,4082
16,2019,A,3023
16,2018,A,4039
16,2019,A,2100
16,2020,B,1014
16,2018,A,2010
16,2019,B,265
16,2019,B,137
16,2017,B,1262
16,2018,A,1153
16,2019,A,4101
16,2016,B,6416
16,2020,A,3050
16,2020,A,4095
16,2018,B,4098
16,2017,B,269
16,2017,B,1188
16,2017,A,1041
16,2016,A,947
16,2017,B,686
16,2017,A,5099
16,2016,A,4361
16,2020,B,4098
16,2016,A,291
16,2018,B,3133
16,2018,A,3214
16,2020,A,6181
16,2016,A,5086
16,2018,A,4232
16,2018,A,5067
16,2020,B,4149
16,2018,A,348
16,2018,B,4267
16,2019,B,113
16,2019,B,305
16,2016,B,179
16,2017,B,2070
16,2020,A,3200
16,2017,A,4003
16,2020,Motorway,32
16,2019,A(M),167
16,2017,A,4042
16,2016,B,660
16,2016,Motorway,275
16,2018,A,4074
16,2018,A,520
16,2017,A,6006
16,2017,A,1085
16,2016,A,211
16,2017,Motorway,606
16,2016,A,1027
16,2020,A,472
16,2019,B,6021
16,2017,B,198
16,2016,B,6132
16,2017,A,4037
16,2017,A,5076
16,2018,A,1066
16,2018,A,678
16,2018,B,6003
16,2019,B,582
16,2018,B,2133
16,2016,A,3002
16,2017,A,1042
16,2017,A,3203
16,2016,B,2163
16,2016,A,571
16,2018,B,6020
16,2017,A,5081
16,2016,A,98
16,2020,A,3214
16,2018,B,1190
16,2019,B,3272
16,2019,B,1188
16,2018,B,6194
16,2019,A,4232
16,2016,A,4158
15,2019,B,4051
15,2017,B,762
15,2018,B,3135
15,2018,B,2150
15,2020,B,1027
15,2019,A,383
15,2020,A,6108
15,2019,B,416
15,2017,A,6011
15,2016,B,154
15,2019,A,1075
15,2017,B,6273
15,2019,B,6167
15,2016,B,156
15,2020,B,6241
15,2016,A,144
15,2020,A,574
15,2019,B,4053
15,2018,A,4320
15,2016,A,467
15,2016,A,677
